Body Type,Sex,How Often Shower,Heating Energy Source,Social Activity,How Long TV PC Daily Hour,Energy efficiency,Transport,Vehicle Type,Vehicle Monthly Distance Km,Frequency of Traveling by Air,Industry_Sector,Diet,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,How Long Internet Daily Hour,Individual_Component,Transport_Component,Industry_Component,Scope3_Component,Unified_Target
underweight,male,more frequently,wood,never,11,No,walk/bicycle,none,55,rarely,Logistics,pescatarian,large,7,2,7,162,0.0,64706.229153879875,192,65060.229153879875
underweight,male,less frequently,wood,sometimes,21,Sometimes,walk/bicycle,none,48,rarely,Automotive Industry,vegan,large,6,11,0,162,0.0,64808.56370013151,165,65135.56370013151
underweight,female,twice a day,wood,never,0,No,private,hybrid,7569,never,Logistics,vegan,medium,7,39,23,150,1135.35,64706.229153879875,343,66334.57915387988
underweight,male,more frequently,natural gas,sometimes,2,Sometimes,public,none,40,never,Cement Production,vegetarian,extra large,3,14,19,114,0.0,64722.400701292994,184,65020.400701292994
overweight,female,more frequently,wood,never,14,Sometimes,walk/bicycle,none,71,frequently,Automotive Industry,vegan,small,6,48,9,188,0.0,64808.56370013151,359,65355.56370013151
overweight,male,daily,natural gas,often,12,No,public,none,1046,very frequently,Steel Manufacturing,vegetarian,small,2,44,0,144,0.0,64683.60898531668,300,65127.60898531668
overweight,female,less frequently,natural gas,often,9,Yes,public,none,1521,rarely,Steel Manufacturing,omnivore,medium,7,19,20,128,0.0,64683.60898531668,320,65131.60898531668
normal,female,more frequently,natural gas,often,19,Yes,private,petrol,3550,never,Steel Manufacturing,vegan,extra large,5,36,18,158,834.6736183667858,64683.60898531668,293,65969.28260368346
obese,male,more frequently,natural gas,sometimes,18,No,walk/bicycle,none,67,never,Automotive Industry,omnivore,large,1,28,20,186,0.0,64808.56370013151,275,65269.56370013151
normal,male,more frequently,coal,often,6,Yes,private,lpg,7467,never,Cement Production,pescatarian,extra large,2,38,18,182,2054.1111567567573,64722.400701292994,308,67266.51185804975
overweight,female,twice a day,coal,often,11,Sometimes,walk/bicycle,none,47,very frequently,Logistics,vegetarian,medium,1,27,0,212,0.0,64706.229153879875,200,65118.229153879875
underweight,male,twice a day,coal,never,14,Yes,public,none,643,rarely,Logistics,pescatarian,medium,5,8,13,198,0.0,64706.229153879875,198,65102.229153879875
overweight,female,daily,coal,never,2,Yes,private,diesel,7459,never,Steel Manufacturing,omnivore,extra large,4,7,20,174,1771.8747942857142,64683.60898531668,215,66844.4837796024
overweight,male,twice a day,coal,often,8,Sometimes,public,none,1013,never,Steel Manufacturing,pescatarian,small,3,46,22,206,0.0,64683.60898531668,367,65256.60898531668
obese,male,more frequently,natural gas,often,10,No,walk/bicycle,none,5,never,Automotive Industry,omnivore,small,7,41,11,170,0.0,64808.56370013151,421,65399.56370013151
normal,female,more frequently,electricity,never,2,No,walk/bicycle,none,27,never,Cement Production,pescatarian,large,6,27,17,114,0.0,64722.400701292994,312,65148.400701292994
normal,male,daily,natural gas,never,15,Sometimes,walk/bicycle,none,0,frequently,Logistics,pescatarian,large,3,13,9,140,0.0,64706.229153879875,189,65035.229153879875
overweight,female,more frequently,natural gas,often,12,Sometimes,walk/bicycle,none,77,rarely,Automotive Industry,omnivore,small,3,4,15,154,0.0,64808.56370013151,180,65142.56370013151
normal,male,more frequently,natural gas,often,0,Yes,walk/bicycle,none,32,frequently,Logistics,vegan,extra large,7,40,3,120,0.0,64706.229153879875,328,65154.229153879875
obese,male,daily,natural gas,never,3,Sometimes,private,petrol,28,rarely,Steel Manufacturing,vegetarian,extra large,3,34,7,146,6.583341215287325,64683.60898531668,272,65108.192326531964
underweight,female,twice a day,wood,often,12,Sometimes,private,hybrid,1334,very frequently,Logistics,vegetarian,large,6,24,11,174,200.1,64706.229153879875,271,65351.32915387987
overweight,female,less frequently,electricity,often,1,Yes,public,none,1993,never,Cement Production,omnivore,medium,5,11,13,102,0.0,64722.400701292994,243,65067.400701292994
overweight,female,more frequently,electricity,often,17,Sometimes,private,petrol,723,never,Cement Production,omnivore,extra large,5,4,7,154,169.9912749518834,64722.400701292994,202,65248.39197624488
overweight,male,more frequently,natural gas,never,8,No,public,none,422,frequently,Steel Manufacturing,omnivore,medium,7,47,3,146,0.0,64683.60898531668,443,65272.60898531668
overweight,male,daily,coal,often,20,Sometimes,private,petrol,7831,rarely,Cement Production,vegetarian,extra large,6,37,17,210,1841.2194663183943,64722.400701292994,342,67115.62016761139
underweight,female,less frequently,electricity,never,19,Sometimes,private,electric,5264,rarely,Cement Production,pescatarian,large,1,16,0,118,0.0,64722.400701292994,165,65005.400701292994
obese,male,more frequently,natural gas,never,10,No,private,petrol,4368,very frequently,Automotive Industry,pescatarian,medium,4,30,17,170,1027.0012295848226,64808.56370013151,297,66302.56492971633
normal,male,twice a day,natural gas,sometimes,12,Sometimes,private,diesel,6369,rarely,Logistics,vegetarian,medium,3,26,5,154,1512.9468514285713,64706.229153879875,230,66603.17600530844
underweight,male,twice a day,coal,sometimes,6,Yes,walk/bicycle,none,94,never,Steel Manufacturing,vegan,small,1,3,5,182,0.0,64683.60898531668,55,64920.60898531668
overweight,female,less frequently,wood,never,20,Sometimes,public,none,556,never,Steel Manufacturing,omnivore,large,5,13,4,180,0.0,64683.60898531668,244,65107.60898531668
underweight,female,less frequently,electricity,never,23,No,walk/bicycle,none,7,rarely,Steel Manufacturing,pescatarian,medium,7,4,2,126,0.0,64683.60898531668,197,65006.60898531668
normal,female,more frequently,coal,often,20,Sometimes,private,electric,5320,very frequently,Steel Manufacturing,vegan,extra large,7,42,5,210,0.0,64683.60898531668,340,65233.60898531668
normal,female,twice a day,coal,often,23,No,public,none,850,never,Steel Manufacturing,vegetarian,small,3,36,13,226,0.0,64683.60898531668,288,65197.60898531668
underweight,female,more frequently,natural gas,often,19,No,walk/bicycle,none,32,never,Cement Production,omnivore,medium,4,46,8,148,0.0,64722.400701292994,398,65268.400701292994
overweight,male,less frequently,wood,never,4,Sometimes,walk/bicycle,none,32,very frequently,Automotive Industry,pescatarian,medium,3,35,12,148,0.0,64808.56370013151,302,65258.56370013151
obese,male,less frequently,electricity,sometimes,10,Yes,private,hybrid,7452,never,Steel Manufacturing,vegetarian,large,5,39,20,140,1117.8,64683.60898531668,340,66281.40898531668
overweight,male,daily,coal,never,13,Sometimes,public,none,1379,very frequently,Automotive Industry,omnivore,medium,1,21,19,196,0.0,64808.56370013151,239,65243.56370013151
overweight,female,more frequently,natural gas,often,14,No,public,none,64,never,Automotive Industry,vegetarian,medium,2,5,2,158,0.0,64808.56370013151,107,65073.56370013151
underweight,male,less frequently,natural gas,sometimes,16,Yes,private,hybrid,3077,very frequently,Cement Production,pescatarian,medium,5,8,3,122,461.55,64722.400701292994,188,65493.950701293
normal,female,daily,wood,sometimes,22,No,walk/bicycle,none,9,frequently,Steel Manufacturing,omnivore,small,4,6,12,184,0.0,64683.60898531668,202,65069.60898531668
normal,male,less frequently,wood,often,9,No,public,none,1333,very frequently,Cement Production,vegetarian,large,3,22,16,148,0.0,64722.400701292994,221,65091.400701292994
normal,male,less frequently,coal,never,19,No,public,none,4,very frequently,Steel Manufacturing,pescatarian,small,5,27,21,188,0.0,64683.60898531668,301,65172.60898531668
obese,female,twice a day,natural gas,never,3,Sometimes,walk/bicycle,none,66,frequently,Cement Production,pescatarian,extra large,5,19,17,166,0.0,64722.400701292994,257,65145.400701292994
underweight,male,more frequently,wood,never,15,Sometimes,walk/bicycle,none,78,rarely,Automotive Industry,vegan,extra large,2,44,2,170,0.0,64808.56370013151,272,65250.56370013151
underweight,female,twice a day,electricity,sometimes,2,Yes,walk/bicycle,none,74,rarely,Steel Manufacturing,omnivore,small,6,32,5,114,0.0,64683.60898531668,355,65152.60898531668
obese,male,less frequently,coal,never,19,Sometimes,private,hybrid,1171,very frequently,Logistics,pescatarian,extra large,6,37,3,218,175.65,64706.229153879875,348,65447.879153879876
underweight,male,daily,electricity,never,4,No,public,none,611,very frequently,Automotive Industry,vegetarian,large,2,29,0,98,0.0,64808.56370013151,225,65131.56370013151
overweight,male,twice a day,electricity,sometimes,23,No,private,lpg,8697,very frequently,Logistics,omnivore,large,4,32,2,176,2392.474183783784,64706.229153879875,322,67596.70333766365
underweight,female,more frequently,coal,never,13,Sometimes,public,none,138,very frequently,Automotive Industry,pescatarian,small,3,48,0,186,0.0,64808.56370013151,355,65349.56370013151
overweight,male,less frequently,electricity,sometimes,23,Yes,public,none,105,very frequently,Cement Production,vegan,medium,6,48,10,146,0.0,64722.400701292994,360,65228.400701292994
overweight,female,daily,coal,sometimes,19,No,private,petrol,9604,frequently,Steel Manufacturing,vegan,extra large,3,6,0,208,2258.0860368435524,64683.60898531668,95,67244.69502216023
overweight,male,less frequently,wood,never,4,Sometimes,public,none,1774,very frequently,Automotive Industry,vegetarian,extra large,1,8,9,148,0.0,64808.56370013151,114,65070.56370013151
normal,female,daily,electricity,sometimes,16,Yes,public,none,1315,never,Cement Production,pescatarian,medium,2,21,6,132,0.0,64722.400701292994,211,65065.400701292994
overweight,male,daily,coal,sometimes,1,Yes,walk/bicycle,none,42,never,Steel Manufacturing,omnivore,small,2,23,18,172,0.0,64683.60898531668,263,65118.60898531668
underweight,male,daily,natural gas,sometimes,6,No,walk/bicycle,none,55,frequently,Steel Manufacturing,vegan,medium,7,42,12,112,0.0,64683.60898531668,347,65142.60898531668
normal,female,twice a day,coal,often,7,No,walk/bicycle,none,6,rarely,Automotive Industry,vegetarian,medium,6,32,1,194,0.0,64808.56370013151,301,65303.56370013151
normal,male,daily,coal,sometimes,1,Sometimes,public,none,1920,never,Steel Manufacturing,omnivore,extra large,6,27,22,162,0.0,64683.60898531668,347,65192.60898531668
overweight,female,less frequently,coal,never,0,Sometimes,private,hybrid,4450,very frequently,Automotive Industry,omnivore,medium,1,18,11,160,667.5,64808.56370013151,216,65852.06370013152
obese,female,twice a day,natural gas,sometimes,16,Yes,public,none,967,never,Steel Manufacturing,vegan,medium,6,16,1,192,0.0,64683.60898531668,191,65066.60898531668
underweight,male,daily,wood,never,1,No,public,none,358,frequently,Logistics,vegetarian,large,1,1,7,132,0.0,64706.229153879875,77,64915.229153879875
normal,female,twice a day,wood,never,12,Sometimes,walk/bicycle,none,4,never,Cement Production,vegetarian,small,6,33,6,184,0.0,64722.400701292994,311,65217.400701292994
normal,female,daily,electricity,often,21,No,public,none,672,rarely,Logistics,vegan,extra large,2,20,7,142,0.0,64706.229153879875,157,65005.229153879875
overweight,male,more frequently,natural gas,never,16,Sometimes,public,none,74,never,Automotive Industry,vegetarian,extra large,4,46,0,162,0.0,64808.56370013151,340,65310.56370013151
overweight,male,more frequently,natural gas,often,12,Yes,walk/bicycle,none,66,never,Logistics,pescatarian,extra large,2,37,21,154,0.0,64706.229153879875,306,65166.229153879875
normal,female,twice a day,wood,sometimes,16,Sometimes,public,none,418,very frequently,Automotive Industry,omnivore,medium,5,4,1,192,0.0,64808.56370013151,196,65196.56370013151
underweight,male,daily,wood,never,15,Sometimes,private,petrol,9846,never,Steel Manufacturing,vegan,large,1,21,3,160,2314.984914489964,64683.60898531668,143,67301.59389980664
obese,male,daily,natural gas,never,21,Sometimes,private,lpg,2822,never,Steel Manufacturing,vegan,large,1,10,22,182,776.309318918919,64683.60898531668,107,65748.9183042356
underweight,male,twice a day,coal,often,5,No,public,none,444,very frequently,Automotive Industry,omnivore,small,1,27,24,180,0.0,64808.56370013151,274,65262.56370013151
underweight,female,less frequently,wood,never,7,Yes,walk/bicycle,none,58,rarely,Logistics,pescatarian,small,1,39,13,134,0.0,64706.229153879875,293,65133.229153879875
overweight,female,less frequently,coal,sometimes,4,No,public,none,1692,very frequently,Steel Manufacturing,vegan,small,1,49,24,168,0.0,64683.60898531668,304,65155.60898531668
underweight,female,more frequently,electricity,never,16,Sometimes,private,petrol,5401,never,Cement Production,omnivore,small,1,8,13,132,1269.8794965631014,64722.400701292994,168,66292.28019785609
overweight,female,daily,wood,sometimes,22,Yes,public,none,956,rarely,Steel Manufacturing,pescatarian,large,1,25,20,194,0.0,64683.60898531668,230,65107.60898531668
overweight,female,daily,wood,never,22,No,private,electric,2701,very frequently,Cement Production,vegan,extra large,1,11,12,194,0.0,64722.400701292994,102,65018.400701292994
normal,female,less frequently,electricity,sometimes,20,No,public,none,1502,frequently,Logistics,omnivore,large,7,34,6,130,0.0,64706.229153879875,381,65217.229153879875
obese,male,twice a day,natural gas,never,13,Sometimes,walk/bicycle,none,24,rarely,Cement Production,vegetarian,medium,4,40,11,186,0.0,64722.400701292994,321,65229.400701292994
obese,male,more frequently,electricity,sometimes,13,Sometimes,public,none,1575,never,Cement Production,omnivore,large,1,25,15,166,0.0,64722.400701292994,255,65143.400701292994
normal,male,more frequently,wood,sometimes,20,Yes,private,electric,2509,frequently,Cement Production,pescatarian,extra large,2,11,4,190,0.0,64722.400701292994,159,65071.400701292994
underweight,female,twice a day,wood,never,14,No,private,electric,379,frequently,Cement Production,vegetarian,large,7,10,16,178,0.0,64722.400701292994,221,65121.400701292994
underweight,male,less frequently,coal,sometimes,20,Sometimes,private,petrol,3768,never,Steel Manufacturing,vegetarian,medium,2,13,1,180,885.9296321143801,64683.60898531668,146,65895.53861743106
underweight,male,more frequently,coal,often,22,No,public,none,526,frequently,Cement Production,omnivore,small,6,32,6,204,0.0,64722.400701292994,356,65282.400701292994
obese,female,more frequently,natural gas,often,20,No,walk/bicycle,none,18,frequently,Steel Manufacturing,omnivore,extra large,1,7,8,190,0.0,64683.60898531668,158,65031.60898531668
normal,female,twice a day,electricity,sometimes,13,No,private,petrol,8554,rarely,Cement Production,vegetarian,extra large,6,7,9,146,2011.2107412702776,64722.400701292994,184,67063.61144256327
underweight,female,twice a day,natural gas,often,6,No,walk/bicycle,none,11,frequently,Automotive Industry,vegetarian,extra large,1,4,22,132,0.0,64808.56370013151,107,65047.56370013151
obese,male,more frequently,natural gas,sometimes,14,Sometimes,public,none,1928,never,Logistics,vegan,medium,4,21,20,178,0.0,64706.229153879875,205,65089.229153879875
overweight,female,less frequently,wood,often,12,Yes,public,none,874,frequently,Cement Production,vegan,small,7,43,8,164,0.0,64722.400701292994,348,65234.400701292994
overweight,female,twice a day,natural gas,often,0,Sometimes,walk/bicycle,none,62,never,Automotive Industry,omnivore,large,5,23,9,140,0.0,64808.56370013151,299,65247.56370013151
underweight,male,twice a day,coal,often,8,Sometimes,walk/bicycle,none,79,very frequently,Cement Production,omnivore,medium,3,2,20,186,0.0,64722.400701292994,175,65083.400701292994
overweight,female,daily,natural gas,never,7,No,public,none,1216,very frequently,Cement Production,pescatarian,extra large,1,13,7,134,0.0,64722.400701292994,157,65013.400701292994
underweight,male,twice a day,natural gas,never,17,No,walk/bicycle,none,63,rarely,Cement Production,vegan,small,7,1,24,154,0.0,64722.400701292994,154,65030.400701292994
obese,female,daily,electricity,sometimes,4,Sometimes,walk/bicycle,none,81,never,Automotive Industry,omnivore,extra large,3,13,6,138,0.0,64808.56370013151,216,65162.56370013151
